name,url,remote_support,adaptive_support,description,job_levels,languages,duration_minutes,test_type
Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Yes,No,"Verify Interactive G+ Report Description Report for Verify Interactive G+ Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Test Type: A","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']",,,['A']
Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,"Verify Interactive Process Monitoring Description The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits. Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 18 Test Type: A","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",18,['A']
Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,"Virtual Assessment and Development Centers Description SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential. SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators. Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/ Language Availability for the candidate and assessor simulation interface is shown in the list below. Language Availability for the live interactions interface (Smart Interview Live) is currently: English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek. Job levels Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), English International, Italian, German, Portuguese, Spanish, Latin American Spanish, French, French (Canada), Dutch, Japanese, Indonesian, Greek, Romanian, Chinese Simplified, Arabic, Assessment length Approximate Completion Time in minutes = N/A Test Type: P","['and industry scenarios Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/ Language Availability for the candidate and assessor simulation interface is shown in the list below. Language Availability for the live interactions interface (Smart Interview Live) is currently: English US', 'Japanese', 'Simplified Chinese', 'Spanish', 'Portuguese', 'Brazilian Portuguese', 'French', 'Canadian French', 'Italian', 'Dutch', 'Latin American Spanish', 'Romanian', 'Indonesian', 'German', 'Greek. Job levels Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', 'English International', 'Italian', 'German', 'Portuguese', 'Spanish', 'Latin American Spanish', 'French', 'French (Canada)', 'Dutch', 'Japanese', 'Indonesian', 'Greek', 'Romanian', 'Chinese Simplified', 'Arabic', '']",,['P']
Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,"Visual Basic for Applications (New) Description Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",7,['K']
Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,Yes,No,"Visual Comparison - UK Description This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical. Job levels Entry-Level, Languages English International, Assessment length Approximate Completion Time in minutes = 5 Test Type: K","['Entry-Level', '']","['English International', '']",5,['K']
Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,Yes,No,"Visual Comparison - US Description This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 5 Test Type: K","['Entry-Level', '']","['English (USA)', '']",5,['K']
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,"VLSI and Embedded Systems (New) Description Multi-choice test that measures the knowledge of VLSI and embedded systems basics. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,"What Is The Value - US Description The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 5 Test Type: K","['Entry-Level', '']","['English (USA)', '']",5,['K']
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,"Workplace Administration Skills (New) Description Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues. Job levels Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 12 Test Type: K","['Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",12,['K']
Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,"Workplace Health and Safety (New) Description Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene. Job levels Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Entry-Level', 'Graduate', 'Manager', 'Supervisor', 'Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,"WriteX - Email Writing (Customer Service) (New) Description Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 15 Test Type: S","['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",15,['S']
